Entry	KEGG	Entry name	Protein names	Gene names	Gene ontology IDs
A9TZE0	PHYPADRAFT_172832	A9TZE0_PHYPA	Pectate lyase (EC 4.2.2.2)	PHYPADRAFT_172832	GO:0046872; GO:0030570; GO:0045490
A9TBH8	PHYPADRAFT_143179	A9TBH8_PHYPA	Predicted protein	PHYPADRAFT_143179	GO:0005524; GO:0004672
A9RJS2	PHYPADRAFT_175592	A9RJS2_PHYPA	Predicted protein	PHYPADRAFT_175592	GO:0016884
A9U260	PHYPADRAFT_154576	A9U260_PHYPA	Predicted protein	PHYPADRAFT_154576	
A9SNI8	PHYPADRAFT_132697	A9SNI8_PHYPA	Kinesin-like protein	PHYPADRAFT_132697	GO:0005524; GO:0005871; GO:0005874; GO:0003777; GO:0007018
A9SWH8	PHYPADRAFT_232728	A9SWH8_PHYPA	Cytochrome b-c1 complex subunit Rieske, mitochondrial (EC 1.10.2.2)	PHYPADRAFT_232728	GO:0051537; GO:0046872; GO:0005743; GO:0070469; GO:0008121
A9T3P8	PHYPADRAFT_139767	A9T3P8_PHYPA	Gibberellin 2-oxidase	GA2ox1 PHYPADRAFT_139767	GO:0005506; GO:0016706
A9SDN3	PHYPADRAFT_183824	A9SDN3_PHYPA	Predicted protein	PHYPADRAFT_183824	GO:0008610
A9RI74	PHYPADRAFT_66325	A9RI74_PHYPA	Predicted protein	PHYPADRAFT_66325	
A9TG62	PHYPADRAFT_194769	A9TG62_PHYPA	Predicted protein	PHYPADRAFT_194769	GO:0005524; GO:0004222
A9T6M9	PHYPADRAFT_141103	A9T6M9_PHYPA	Predicted protein	PHYPADRAFT_141103	GO:0008935; GO:0009234; GO:0042372
A9T5C6	PHYPADRAFT_168144	A9T5C6_PHYPA	Predicted protein	PHYPADRAFT_168144	
A9RKQ2	PHYPADRAFT_115616	A9RKQ2_PHYPA	Predicted protein	PHYPADRAFT_115616	GO:0009926; GO:0016121; GO:0009830; GO:0009570; GO:0009965; GO:0016702; GO:0009733; GO:0010223; GO:1901601; GO:0016124
A9RRL6	PHYPADRAFT_69684	A9RRL6_PHYPA	Predicted protein	PHYPADRAFT_69684	GO:0008270
A9RG79	PHYPADRAFT_158878	A9RG79_PHYPA	Uncharacterized protein	PHYPADRAFT_158878	GO:0005737; GO:0006457
A9S7P5	PHYPADRAFT_75666	A9S7P5_PHYPA	Proteasome subunit beta type (EC 3.4.25.1)	PHYPADRAFT_75666	GO:0005737; GO:0005634; GO:0005839; GO:0051603; GO:0004298
A9RTB4	PHYPADRAFT_56062	A9RTB4_PHYPA	Predicted protein	PHYPADRAFT_56062	GO:0005524
A9RSD0	PHYPADRAFT_118648	A9RSD0_PHYPA	Predicted protein	PHYPADRAFT_118648	GO:0016021; GO:0005886; GO:0055085; GO:0005215
A9S996	PHYPADRAFT_126243	A9S996_PHYPA	Predicted protein	PHYPADRAFT_126243	
A9RDS5	PHYPADRAFT_158630	A9RDS5_PHYPA	Predicted protein	PHYPADRAFT_158630	GO:0005524; GO:0004672
A9SKI3	PHYPADRAFT_131280	A9SKI3_PHYPA	Predicted protein	PHYPADRAFT_131280	GO:0008270
A9U118	PHYPADRAFT_173099	A9U118_PHYPA	Predicted protein	PHYPADRAFT_173099	GO:0043565; GO:0003700; GO:0008270
A9SEQ8	PHYPADRAFT_128617	A9SEQ8_PHYPA	Predicted protein	PHYPADRAFT_128617	
A9TQ22	PHYPADRAFT_197139	A9TQ22_PHYPA	Uncharacterized protein	PHYPADRAFT_197139	
A9RJW7	PHYPADRAFT_159529	A9RJW7_PHYPA	Predicted protein	PHYPADRAFT_159529	GO:0005524; GO:0004674
A9TY94	PHYPADRAFT_226571	A9TY94_PHYPA	Predicted protein	PHYPADRAFT_226571	GO:0005524; GO:0004003; GO:0003677; GO:0006139; GO:0005634
A9SUF0	PHYPADRAFT_135563	A9SUF0_PHYPA	DNA-directed RNA polymerase (EC 2.7.7.6)	PHYPADRAFT_135563	GO:0003677; GO:0003899; GO:0006351
A9TVE2	PHYPADRAFT_172166	A9TVE2_PHYPA	Predicted protein	PHYPADRAFT_172166	GO:0003950
A9SNH9	PHYPADRAFT_106783	A9SNH9_PHYPA	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	PHYPADRAFT_106783	GO:0045454; GO:0004148; GO:0050660
A9RWP9	PHYPADRAFT_71539	A9RWP9_PHYPA	Predicted protein	PHYPADRAFT_71539	GO:0003747
A9S1C0	PHYPADRAFT_73379	A9S1C0_PHYPA	Predicted protein	PHYPADRAFT_73379	GO:0030246; GO:0005975; GO:0004553
A9SIH6	PHYPADRAFT_79870	A9SIH6_PHYPA	Uncharacterized protein	PHYPADRAFT_79870	GO:0046872
A9SRT5	PHYPADRAFT_134247	A9SRT5_PHYPA	DNA topoisomerase 2 (EC 5.99.1.3) (Fragment)	PHYPADRAFT_134247	GO:0005524; GO:0003677; GO:0003918; GO:0006265
A9RWR2	PHYPADRAFT_178871	A9RWR2_PHYPA	SM/Sec1-family protein	VPS45 PHYPADRAFT_178871	GO:0006904
A9ST32	PHYPADRAFT_188157	A9ST32_PHYPA	Predicted protein	PHYPADRAFT_188157	
A9T3Q2	PHYPADRAFT_167888	A9T3Q2_PHYPA	Predicted protein	PHYPADRAFT_167888	GO:0003677; GO:0003682
A9TEA4	PHYPADRAFT_169572	A9TEA4_PHYPA	Chloride channel protein	PHYPADRAFT_169572	GO:0016021; GO:0005247
A9TYE8	PHYPADRAFT_172674	A9TYE8_PHYPA	Predicted protein	PHYPADRAFT_172674	GO:0071586; GO:0016020; GO:0004222
A9RYL7	PHYPADRAFT_179617	A9RYL7_PHYPA	Predicted protein	PHYPADRAFT_179617	GO:0016491
A9SG20	PHYPADRAFT_129268	A9SG20_PHYPA	ATP-dependent Clp protease proteolytic subunit	PHYPADRAFT_129268	GO:0004252
A9U3Q5	PHYPADRAFT_200891	A9U3Q5_PHYPA	Predicted protein	PHYPADRAFT_200891	GO:0009507; GO:0000398; GO:0005886; GO:0005681
A9RBY8	PHYPADRAFT_111057	A9RBY8_PHYPA	Uncharacterized protein	PHYPADRAFT_111057	GO:0004003; GO:0000439; GO:0006289
A9RUS3	PHYPADRAFT_70822	A9RUS3_PHYPA	Predicted protein	PHYPADRAFT_70822	GO:0004857; GO:0030599
A9T6Y2	PHYPADRAFT_219493	A9T6Y2_PHYPA	Predicted protein	PHYPADRAFT_219493	GO:0007005; GO:0004842; GO:0008270
A9SU62	PHYPADRAFT_166576	A9SU62_PHYPA	Predicted protein	PHYPADRAFT_166576	GO:0003677; GO:0005634; GO:0003700; GO:0006351
A9RBC9	PHYPADRAFT_63850	A9RBC9_PHYPA	Uncharacterized protein	PHYPADRAFT_63850	GO:0003677; GO:0005634; GO:0003700; GO:0006351
A9U032	PHYPADRAFT_172947	A9U032_PHYPA	Predicted protein	PHYPADRAFT_172947	
A9U2E7	PHYPADRAFT_61737	A9U2E7_PHYPA	Predicted protein	PHYPADRAFT_61737	
A9RZ51	PHYPADRAFT_72457	A9RZ51_PHYPA	Predicted protein	PHYPADRAFT_72457	
A9S8Q4	PHYPADRAFT_163492	A9S8Q4_PHYPA	Predicted protein	PHYPADRAFT_163492	
A9S4X8	PHYPADRAFT_74640	A9S4X8_PHYPA	Predicted protein	PHYPADRAFT_74640	GO:0008270
A9TVP5	PHYPADRAFT_151460	A9TVP5_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_151460	GO:0003676; GO:0000166
A9SAK9	PHYPADRAFT_126550	A9SAK9_PHYPA	Predicted protein	PHYPADRAFT_126550	
A9SK33	PHYPADRAFT_233514	A9SK33_PHYPA	Predicted protein	PHYPADRAFT_233514	
A9SCP7	PHYPADRAFT_77592	A9SCP7_PHYPA	Predicted protein	PHYPADRAFT_77592	GO:0003676; GO:0008270
A9RCN1	PHYPADRAFT_64160	A9RCN1_PHYPA	Predicted protein	PHYPADRAFT_64160	
A9RI26	PHYPADRAFT_114429	A9RI26_PHYPA	Predicted protein	PHYPADRAFT_114429	GO:0005524; GO:0009570; GO:0004639; GO:0006164; GO:0009733; GO:0009407
A9RE67	PHYPADRAFT_64922	A9RE67_PHYPA	DNA helicase, TBP-interacting protein	RUVBL1501 PHYPADRAFT_64922	GO:0005524; GO:0043141; GO:0001510; GO:0006396; GO:0009507; GO:0010388; GO:0007010; GO:0005829; GO:0006094; GO:0034968; GO:0000741; GO:0048507; GO:0000278; GO:0005730; GO:0009640; GO:0010498; GO:0006606; GO:0051604; GO:2000072; GO:0009909
A9S794	PHYPADRAFT_105895	A9S794_PHYPA	Predicted protein	PHYPADRAFT_105895	GO:0004129; GO:0005751
A9SHQ7	PHYPADRAFT_79574	A9SHQ7_PHYPA	Predicted protein	PHYPADRAFT_79574	
A9SYV2	PHYPADRAFT_167195	A9SYV2_PHYPA	Predicted protein	PHYPADRAFT_167195	GO:0030154; GO:0009570; GO:0009965; GO:0016020; GO:0000155; GO:0080005; GO:0045893; GO:0046777; GO:0010155; GO:0009637
A9RC30	PHYPADRAFT_64119	A9RC30_PHYPA	Uncharacterized protein	PHYPADRAFT_64119	
A9T7T8	PHYPADRAFT_168546	A9T7T8_PHYPA	Alpha-1,4 glucan phosphorylase (EC 2.4.1.1)	PHYPADRAFT_168546	GO:0005975; GO:0008184; GO:0030170
A9TP26	PHYPADRAFT_148437	A9TP26_PHYPA	Predicted protein	PHYPADRAFT_148437	GO:0005829; GO:0020037; GO:0004601; GO:0006979
A9TE55	PHYPADRAFT_221389	A9TE55_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_221389	GO:0005509; GO:0030154; GO:0019898; GO:0009965; GO:0015979; GO:0009654; GO:0045893
A9TAE1	PHYPADRAFT_90162	A9TAE1_PHYPA	Predicted protein	PHYPADRAFT_90162	GO:0008234
A9TNE5	PHYPADRAFT_148169	A9TNE5_PHYPA	Predicted protein	PHYPADRAFT_148169	GO:0006284; GO:0004844
A9SFK9	PHYPADRAFT_78685	A9SFK9_PHYPA	Predicted protein	PHYPADRAFT_78685	GO:0003677
A9TLF0	PHYPADRAFT_196206	A9TLF0_PHYPA	Predicted protein	PHYPADRAFT_196206	GO:0050999; GO:0008270
A9RMS3	PHYPADRAFT_116717	A9RMS3_PHYPA	Predicted protein	PHYPADRAFT_116717	GO:0008375; GO:0016020
A9SQN5	PHYPADRAFT_82614	A9SQN5_PHYPA	Predicted protein	PHYPADRAFT_82614	GO:0003677; GO:0000166
A9SDG9	PHYPADRAFT_211123	A9SDG9_PHYPA	Predicted protein	PHYPADRAFT_211123	GO:0005509
A9T4Q2	PHYPADRAFT_88048	A9T4Q2_PHYPA	Predicted protein	PHYPADRAFT_88048	GO:0046872; GO:0030001
A9RK72	PHYPADRAFT_67255	A9RK72_PHYPA	Predicted protein	PHYPADRAFT_67255	
A9TFD2	PHYPADRAFT_144795	A9TFD2_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_144795	GO:0000398; GO:0005732
A4ZFZ2		A4ZFZ2_PHYPA	Lipoxygenase (EC 1.13.11.12)		GO:0016165 GO:0046872
A9SZH2	PHYPADRAFT_217468	A9SZH2_PHYPA	Qa-SNARE, SYP3/Sed5p/Syntaxin 5-type	SYP3A2 PHYPADRAFT_217468	GO:0006886; GO:0016020; GO:0061025; GO:0016192
Q8GT25		Q8GT25_PHYPA	Putative GTP binding protein (Fragment)		GO:0005525 GO:0007264
A0A0D3QYL7		A0A0D3QYL7_PHYPA	ATP synthase CF1 beta subunit (Fragment)	atpB	
A9U2T5	PHYPADRAFT_173356	A9U2T5_PHYPA	Predicted protein	PHYPADRAFT_173356	GO:0016303; GO:0005524; GO:0045010; GO:0007155; GO:0071555; GO:0000911; GO:0008144; GO:0009880; GO:0042138; GO:0045132; GO:0010507; GO:0009887; GO:0030307; GO:0040019; GO:2000234; GO:0045893; GO:0009303; GO:0007131; GO:0045595; GO:0033044; GO:0000975; GO:0048765; GO:0007062; GO:0009407; GO:0010090; GO:0010228
A9TN80	PHYPADRAFT_148009	A9TN80_PHYPA	Predicted protein	PHYPADRAFT_148009	GO:0008375; GO:0016020
A9T880	PHYPADRAFT_89372	A9T880_PHYPA	Predicted protein	PHYPADRAFT_89372	GO:0003677; GO:0006355
A9SIE9	PHYPADRAFT_9180	A9SIE9_PHYPA	Uncharacterized protein (Fragment)	PHYPADRAFT_9180	GO:0030145; GO:0045735
Q09HT3		Q09HT3_PHYPA	Cellulose synthase-like D8		GO:0030244 GO:0016760; GO:0016020
A9RME8	PHYPADRAFT_159965	A9RME8_PHYPA	Predicted protein	PHYPADRAFT_159965	GO:0045430; GO:0009813
A9RYW1	PHYPADRAFT_121452	A9RYW1_PHYPA	Predicted protein	PHYPADRAFT_121452	
A9SR29	PHYPADRAFT_234981	A9SR29_PHYPA	Predicted protein	PHYPADRAFT_234981	GO:0003677; GO:0006260; GO:0005634; GO:0000808
A9RS79	PHYPADRAFT_205128	A9RS79_PHYPA	Branched-chain-amino-acid aminotransferase (EC 2.6.1.42)	PHYPADRAFT_205128	GO:0052656; GO:0052654; GO:0052655; GO:0009081
A9SJP3	PHYPADRAFT_131003	A9SJP3_PHYPA	Predicted protein	PHYPADRAFT_131003	GO:0008374; GO:0006629
A9SPX8	PHYPADRAFT_166092	A9SPX8_PHYPA	Predicted protein	PHYPADRAFT_166092	
A9RF38	PHYPADRAFT_55145	A9RF38_PHYPA	Predicted protein	PHYPADRAFT_55145	GO:0046872; GO:0016706
A9TP18	PHYPADRAFT_148461	A9TP18_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_148461	GO:0090471; GO:0016120
A9U1T0	PHYPADRAFT_227517	A9U1T0_PHYPA	Predicted protein	PHYPADRAFT_227517	GO:0005524; GO:0004672
A9RXC5	PHYPADRAFT_161558	A9RXC5_PHYPA	Predicted protein	PHYPADRAFT_161558	GO:0003676
A9U4E4	PHYPADRAFT_110694	A9U4E4_PHYPA	Predicted protein	PHYPADRAFT_110694	GO:0005622; GO:0008270
A9SIW9	PHYPADRAFT_185437	A9SIW9_PHYPA	Cpk18 calcium-dependent protein kinase	cpk18 PHYPADRAFT_185437	GO:0005524; GO:0005509; GO:0004672
A9RF84	PHYPADRAFT_65331	A9RF84_PHYPA	Predicted protein	PHYPADRAFT_65331	
A9SQ12	PHYPADRAFT_133296	A9SQ12_PHYPA	Predicted protein	PHYPADRAFT_133296	
A9RDA6	PHYPADRAFT_174018	A9RDA6_PHYPA	Predicted protein	PHYPADRAFT_174018	
A9TRA8	PHYPADRAFT_171511	A9TRA8_PHYPA	Predicted protein	PHYPADRAFT_171511	GO:0003677; GO:0005634; GO:0003700; GO:0006351
A9SPI6	PHYPADRAFT_214445	A9SPI6_PHYPA	DNA replication complex GINS protein PSF2	PHYPADRAFT_214445	GO:0006260; GO:0005634
A9T3S4	PHYPADRAFT_167898	A9T3S4_PHYPA	Adenylyl cyclase-associated protein	PHYPADRAFT_167898	GO:0007015; GO:0043481; GO:0009932; GO:0071555; GO:0005829; GO:0006007; GO:0009825; GO:0000271; GO:0010817; GO:0048767
A9RL08	PHYPADRAFT_176017	A9RL08_PHYPA	ATP-binding cassette transporter, subfamily G, member 17, group PDR protein PpABCG17	ppabcg17 PHYPADRAFT_176017	GO:0005524; GO:0016887; GO:0016020
A9TCU6	PHYPADRAFT_143637	A9TCU6_PHYPA	Predicted protein	PHYPADRAFT_143637	GO:0006284; GO:0004844
A9RLD8	PHYPADRAFT_116199	A9RLD8_PHYPA	DNA-directed RNA polymerase (EC 2.7.7.6)	PHYPADRAFT_116199	GO:0003677; GO:0003899; GO:0006351
A9S6P3	PHYPADRAFT_124931	A9S6P3_PHYPA	Predicted protein	PHYPADRAFT_124931	GO:0005875; GO:0007017
A9SQM7	PHYPADRAFT_82606	A9SQM7_PHYPA	Predicted protein	PHYPADRAFT_82606	GO:0003677; GO:0000166
A9T0L7	PHYPADRAFT_86519	A9T0L7_PHYPA	Predicted protein	PHYPADRAFT_86519	
A9TT72	PHYPADRAFT_150186	A9TT72_PHYPA	Predicted protein	PHYPADRAFT_150186	GO:0005524; GO:0004672
A9RK27	PHYPADRAFT_203204	A9RK27_PHYPA	26S proteasome regulatory complex, ATPase RPT4	PATPA1503 PHYPADRAFT_203204	GO:0005524; GO:0005737; GO:0016787; GO:0000502; GO:0030163
A9U1R8	PHYPADRAFT_100452	A9U1R8_PHYPA	Predicted protein	PHYPADRAFT_100452	
A9T7E9	PHYPADRAFT_29360	A9T7E9_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_29360	GO:0008061
A9TYC5	PHYPADRAFT_226607	A9TYC5_PHYPA	Predicted protein	PHYPADRAFT_226607	GO:0008097; GO:0005840; GO:0003735; GO:0006412
A9RUJ9	PHYPADRAFT_119605	A9RUJ9_PHYPA	Predicted protein	PHYPADRAFT_119605	GO:0016020; GO:0046873
A9T162	PHYPADRAFT_232109	A9T162_PHYPA	Predicted protein	PHYPADRAFT_232109	
A9S910	PHYPADRAFT_228819	A9S910_PHYPA	Cellulose synthase-like D2, glycosyltransferase family 2	cslD2 PHYPADRAFT_228819	GO:0030244; GO:0016760; GO:0016020
A9SKQ3	PHYPADRAFT_80719	A9SKQ3_PHYPA	Predicted protein	PHYPADRAFT_80719	GO:0008234
A9SIN7	PHYPADRAFT_185342	A9SIN7_PHYPA	UMP-CMP kinase (EC 2.7.4.14) (Deoxycytidylate kinase) (Uridine monophosphate/cytidine monophosphate kinase)	PHYPADRAFT_185342	GO:0006207; GO:0005524; GO:0004127; GO:0006221; GO:0009041
A9T442	PHYPADRAFT_191431	A9T442_PHYPA	Predicted protein	PHYPADRAFT_191431	GO:0001510; GO:0000478; GO:0006626
A9U2R1	PHYPADRAFT_227761	A9U2R1_PHYPA	Predicted protein	PHYPADRAFT_227761	GO:0005524; GO:0004674
A9TDZ3	PHYPADRAFT_144079	A9TDZ3_PHYPA	Predicted protein	PHYPADRAFT_144079	GO:0050518; GO:0008299
A9S7K2	PHYPADRAFT_182024	A9S7K2_PHYPA	Predicted protein	PHYPADRAFT_182024	GO:0019843; GO:0015935; GO:0003735; GO:0006412
A9TBL0	PHYPADRAFT_90626	A9TBL0_PHYPA	Predicted protein	PHYPADRAFT_90626	GO:0008270
A9RGR5	PHYPADRAFT_65902	A9RGR5_PHYPA	Cytochrome b-c1 complex subunit Rieske, mitochondrial (EC 1.10.2.2)	PHYPADRAFT_65902	GO:0051537; GO:0046872; GO:0005743; GO:0070469; GO:0008121
A9RV97	PHYPADRAFT_119919	A9RV97_PHYPA	Uncharacterized protein	PHYPADRAFT_119919	GO:0016788
A9U3I2	PHYPADRAFT_101365	A9U3I2_PHYPA	Histone-lysine N-methyltransferase (EC 2.1.1.43)	SDG1520 PHYPADRAFT_101365	GO:0005694; GO:0018024; GO:0005634; GO:0008270
A9SXA6	PHYPADRAFT_85225	A9SXA6_PHYPA	Predicted protein	PHYPADRAFT_85225	GO:0003676; GO:0008270
A9S052	PHYPADRAFT_162067	A9S052_PHYPA	Predicted protein	PHYPADRAFT_162067	GO:0042546; GO:0008107; GO:0016020
A9TC05	PHYPADRAFT_169240	A9TC05_PHYPA	Predicted protein	PHYPADRAFT_169240	GO:0009055
A9STL8	PHYPADRAFT_166492	A9STL8_PHYPA	Predicted protein	PHYPADRAFT_166492	GO:0046872; GO:0030001
A9RZA2	PHYPADRAFT_72515	A9RZA2_PHYPA	Predicted protein	PHYPADRAFT_72515	
A9U2V2	PHYPADRAFT_61768	A9U2V2_PHYPA	Pyruvate kinase (EC 2.7.1.40)	PHYPADRAFT_61768	GO:0006096; GO:0000287; GO:0030955; GO:0004743
A9SEW3	PHYPADRAFT_229126	A9SEW3_PHYPA	Predicted protein	PHYPADRAFT_229126	
A9TFU4	PHYPADRAFT_169836	A9TFU4_PHYPA	Predicted protein	PHYPADRAFT_169836	GO:0004097; GO:0046872
A9RQ90	PHYPADRAFT_204626	A9RQ90_PHYPA	Predicted protein	PHYPADRAFT_204626	GO:0005840; GO:0003735; GO:0006412
A9SGM3	PHYPADRAFT_212126	A9SGM3_PHYPA	Predicted protein	PHYPADRAFT_212126	GO:0005840; GO:0042254
A9RV70	PHYPADRAFT_161172	A9RV70_PHYPA	Uncharacterized protein	PHYPADRAFT_161172	GO:0003899; GO:0005634; GO:0006351
A9RUY8	PHYPADRAFT_119740	A9RUY8_PHYPA	Uncharacterized protein (Fragment)	PHYPADRAFT_119740	GO:0016874; GO:0006511
A9RXB1	PHYPADRAFT_47204	A9RXB1_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_47204	GO:0005739; GO:0006461
A9S685	PHYPADRAFT_181637	A9S685_PHYPA	Predicted protein	PHYPADRAFT_181637	GO:0016491; GO:0008270
A9S0S8	PHYPADRAFT_122436	A9S0S8_PHYPA	Predicted protein	PHYPADRAFT_122436	
A9RBD4	PHYPADRAFT_110829	A9RBD4_PHYPA	Uncharacterized protein	PHYPADRAFT_110829	GO:0005829; GO:0016787
A9RQ81	PHYPADRAFT_69089	A9RQ81_PHYPA	Histone-lysine N-methyltransferase (EC 2.1.1.43)	SDG1510 PHYPADRAFT_69089	GO:0018024; GO:0005634; GO:0008270
A9RQC9	PHYPADRAFT_160441	A9RQC9_PHYPA	Predicted protein	PHYPADRAFT_160441	
A9SD38	PHYPADRAFT_77750	A9SD38_PHYPA	Predicted protein	PHYPADRAFT_77750	GO:0035091
A9TV68	PHYPADRAFT_151263	A9TV68_PHYPA	Predicted protein	PHYPADRAFT_151263	GO:0005506; GO:0016226; GO:0051536
A9SV07	PHYPADRAFT_231106	A9SV07_PHYPA	Predicted protein	PHYPADRAFT_231106	GO:0005524; GO:0004672
A9TIP0	PHYPADRAFT_93264	A9TIP0_PHYPA	Predicted protein	PHYPADRAFT_93264	
A9U4P0	PHYPADRAFT_102046	A9U4P0_PHYPA	Predicted protein	PHYPADRAFT_102046	GO:0016787; GO:0006629
A9TCU4	PHYPADRAFT_91093	A9TCU4_PHYPA	Predicted protein	PHYPADRAFT_91093	GO:0003677; GO:0004518
A9TN19	PHYPADRAFT_223790	A9TN19_PHYPA	Predicted protein	PHYPADRAFT_223790	GO:0005797; GO:0000139; GO:0006499; GO:0031204; GO:0006487; GO:0042285
A9U2H5	PHYPADRAFT_227721	A9U2H5_PHYPA	Predicted protein	PHYPADRAFT_227721	GO:0006354; GO:0006626; GO:0005840; GO:0003735; GO:0006412
A9RFV0	PHYPADRAFT_158803	A9RFV0_PHYPA	Uncharacterized protein	PHYPADRAFT_158803	
A9TNJ0	PHYPADRAFT_8311	A9TNJ0_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_8311	GO:0045454; GO:0006662; GO:0015035
A9SFM7	PHYPADRAFT_78741	A9SFM7_PHYPA	NDPK4 nucleotide diphosphate kinase-like protein	NDPK4 PHYPADRAFT_78741	GO:0005524; GO:0006241; GO:0006183; GO:0006228; GO:0004550
A9SCX4	PHYPADRAFT_106226	A9SCX4_PHYPA	Predicted protein	PHYPADRAFT_106226	GO:0005524; GO:0004674; GO:0009966
A9S619	PHYPADRAFT_124664	A9S619_PHYPA	Predicted protein	PHYPADRAFT_124664	GO:0016788
A9RMZ6	PHYPADRAFT_68272	A9RMZ6_PHYPA	Predicted protein	PHYPADRAFT_68272	GO:0005524; GO:0045727; GO:0046777; GO:0004672
A9S786	PHYPADRAFT_181901	A9S786_PHYPA	Predicted protein	PHYPADRAFT_181901	GO:0001510; GO:0006606; GO:0006626
A9T6N8	PHYPADRAFT_168382	A9T6N8_PHYPA	Predicted protein	PHYPADRAFT_168382	
A9U1P3	PHYPADRAFT_154397	A9U1P3_PHYPA	Predicted protein	PHYPADRAFT_154397	
A9SCI8	PHYPADRAFT_210834	A9SCI8_PHYPA	Predicted protein	PHYPADRAFT_210834	GO:0005524; GO:0010304; GO:0009941; GO:0000023; GO:0004222; GO:0019252
A9RUW8	PHYPADRAFT_161115	A9RUW8_PHYPA	Uncharacterized protein	PHYPADRAFT_161115	GO:0033743
A9SW15	PHYPADRAFT_136183	A9SW15_PHYPA	Predicted protein	PHYPADRAFT_136183	GO:0046872
A9SNP8	PHYPADRAFT_81765	A9SNP8_PHYPA	Predicted protein	PHYPADRAFT_81765	
A9SLD4	PHYPADRAFT_165552	A9SLD4_PHYPA	Predicted protein	PHYPADRAFT_165552	
A9SCI6	PHYPADRAFT_77522	A9SCI6_PHYPA	Predicted protein	PHYPADRAFT_77522	
A9SDC8	PHYPADRAFT_127777	A9SDC8_PHYPA	Predicted protein	PHYPADRAFT_127777	GO:0005524; GO:0003723; GO:0004386; GO:0005634
A9SNK4	PHYPADRAFT_81865	A9SNK4_PHYPA	Kinesin-like protein	PHYPADRAFT_81865	GO:0005524; GO:0005871; GO:0005874; GO:0003777; GO:0007018
A9SWC6	PHYPADRAFT_232719	A9SWC6_PHYPA	Hexosyltransferase (EC 2.4.1.-)	PHYPADRAFT_232719	GO:0000139; GO:0071555; GO:0045489; GO:0047262
A9T625	PHYPADRAFT_235326	A9T625_PHYPA	MIKCC MADS-domain protein PpMADS-S	PpMADS-S PHYPADRAFT_235326	GO:0003677; GO:0005634; GO:0003700; GO:0006351
A9S993	PHYPADRAFT_182487	A9S993_PHYPA	Predicted protein	PHYPADRAFT_182487	GO:0005524; GO:0003724; GO:0045010; GO:0007155; GO:0010388; GO:0005829; GO:0016571; GO:0019915; GO:0000398; GO:0009933; GO:0000278; GO:0003676; GO:0005634; GO:0009640; GO:0045893; GO:0043687; GO:0035196; GO:0030422; GO:0016579; GO:0016567; GO:0003002; GO:0009909; GO:0050826; GO:0009845; GO:0010182; GO:0010090; GO:0010228
A9TJF1	PHYPADRAFT_195649	A9TJF1_PHYPA	Predicted protein	PHYPADRAFT_195649	GO:0005524; GO:0004674
A9T9K4	PHYPADRAFT_15407	A9T9K4_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_15407	GO:0006306; GO:0006284; GO:0003684; GO:0006289; GO:0008534
A9SLS6	PHYPADRAFT_234933	A9SLS6_PHYPA	Predicted protein	PHYPADRAFT_234933	GO:0006888; GO:0005801; GO:0005829; GO:0010413; GO:0009832; GO:0045492
A9TP35	PHYPADRAFT_148415	A9TP35_PHYPA	Predicted protein	PHYPADRAFT_148415	
A9U3W6	PHYPADRAFT_200950	A9U3W6_PHYPA	Qb-SNARE, VTI1-family	VTI1A3 PHYPADRAFT_200950	GO:0005794; GO:0006886; GO:0016020; GO:0061025; GO:0016192
A9TKU2	PHYPADRAFT_3858	A9TKU2_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_3858	GO:0000079; GO:0006355
A9SBS9	PHYPADRAFT_127160	A9SBS9_PHYPA	Predicted protein	PHYPADRAFT_127160	
A9S8J4	PHYPADRAFT_182359	A9S8J4_PHYPA	Predicted protein	PHYPADRAFT_182359	GO:0006499; GO:0000398; GO:0000956; GO:0005730; GO:0045893; GO:0042752; GO:0005681; GO:0010228
A9SDE7	PHYPADRAFT_57505	A9SDE7_PHYPA	Predicted protein	PHYPADRAFT_57505	
A9REQ6	PHYPADRAFT_174209	A9REQ6_PHYPA	Predicted protein	PHYPADRAFT_174209	
A9U1W5	PHYPADRAFT_6902	A9U1W5_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_6902	GO:0016787; GO:0008270
A9SK93	PHYPADRAFT_165365	A9SK93_PHYPA	Predicted protein	PHYPADRAFT_165365	GO:0003677; GO:0005634; GO:0003700; GO:0006351
A9TZT1	PHYPADRAFT_109086	A9TZT1_PHYPA	Predicted protein	PHYPADRAFT_109086	GO:0005794; GO:0006499; GO:0005783; GO:0005739; GO:0009853; GO:0005886; GO:0009506; GO:0005774
A9SDF4	PHYPADRAFT_77872	A9SDF4_PHYPA	Predicted protein	PHYPADRAFT_77872	GO:0050821; GO:1902171
