Gene	F163	F164	F165	F166	F167	F168	F169
Pp1s138_75V6.1	0.10605	0.10605	0	0.3531	0.22336	0	0.10605
Pp1s38_377V6.1	0	0.38315	0	0	0.54108	0.31036	0.38315
Pp1s114_203V6.1	0.15427	0	0	0	0.33234	0	0.15427
Pp1s223_70V6.1 (+2)	0	0	0	0.62915	0.17667	0.17667	0.38455
Pp1s355_8V6.1	0.10233	0	0	0	0.10233	0	0.10233
Pp1s377_21V6.1 (+2)	0	0.074782	0	0.15516	0.074782	0.074782	0.074782
Pp1s93_136V6.1	0.9108	0.71532	1.0167	0	0	0	0
Pp1s5_200V6.1	0.17883	0.17883	0	0.17883	0	0	0
Pp1s110_16V6.1	0.085279	0	0.17783	0	0	0	0
Pp1s339_37V6.1 (+2)	0.28966	0.28966	0.28966	0	0	0	0
Pp1s25_63V6.1	0	0	0	0.076464	0.11686	0	0.11686
Pp1s169_68V6.1	0	0	0.45528	0	0	0	0
Pp1s174_62V6.1 (+1)	0	0	0.027224	0	0	0.027224	0
Pp1s311_58V6.1	0	0.10379	0.21835	0	0	0	0
Pp1s142_89V6.1	0	0.10416	0.10416	0.10416	0.10416	0.10416	0.10416
Pp1s137_134V6.1	0	0	0.10683	0	0	0	0
Pp1s135_33V6.1 (+4)	0.21581	0	0.21581	0	0	0	0
Pp1s408_23V6.1	0	0	0	0	0.041837	0	0.041837
Pp1s126_131V6.1 (+1)	0.046361	0.046361	0	0	0	0	0
Pp1s117_102V6.1	0.33017	0	0	0	0.33017	0	0
sp|Q6YXM6|RR12_PHYPA	0	0.24469	0.54925	0	0	0	0
Pp1s222_130V6.1 (+1)	0.054105	0	0.054105	0	0	0	0
Pp1s114_79V6.1 (+7)	0	0	0.22756	0	0	0	0
Pp1s241_55V6.1	0	0	0	0	0	0	0
Pp1s17_339V6.1	0	0	0	0	0	0	0
Pp1s158_146V6.1 (+2)	0	0	0	0	0	0	0
sp|Q6YXS0|RR7_PHYPA	0	0	1.3548	0	0	0	0
Pp1s52_69V6.1 (+2)	0	0	0	0	0	0	0
Pp1s2_16V6.1 (+1)	0	0	0.23692	0	0	0	0
Pp1s14_134V6.1	0	0	0	0	0	0	0
Pp1s405_6V6.1	0	0	0	0	0	0	0
Pp1s10_183V6.1 (+1)	0	0	0.15675	0	0	0	0
Pp1s138_76V6.1	0	0	0.029905	0	0	0	0
Pp1s58_168V6.1 (+1)	0	0	0.071482	0	0	0	0
Pp1s86_186V6.1	0	0	0.041128	0	0	0	0
Pp1s6_159V6.1	0	0	0.035131	0	0	0	0
Pp1s391_44V6.1	0	0	0.024196	0	0	0	0
Pp1s47_291V6.1	0.10494	0.051161	0.051161	0	0	0	0
Pp1s224_116V6.1	0	0	0	0	0.025734	0	0
Pp1s4_493V6.1	0.03914	0.03914	0.03914	0	0	0	0
Pp1s372_14V6.1	0	0	0	0	0	0	0
Pp1s464_17V6.1	0	0	0	0	0	0	0.073278
Pp1s40_195V6.1 (+1)	0	0	0	0	0	0	0
Pp1s91_37V6.1	0	0	0	0	0	0	0
Pp1s337_6V6.1	0	0	0	0	0	0	0
Pp1s54_148V6.1	0	0	0	0	0	0	0
Pp1s86_31V6.1	0	0	0	0	0	0	0
Pp1s59_311V6.1	0	0	0	0	0	0	0
Pp1s124_170V6.1	0	0	0	0	0	0	0
Pp1s15_137V6.1	0	0	0	0	0	0	0
Pp1s15_183V6.1 (+2)	0	0	0	0	0	0	0
Pp1s167_1V6.1 (+1)	0	0	0	0	0	0	0
Pp1s203_56V6.1	0	0	0	0	0	0	0
Pp1s223_56V6.1	0	0	0	0	0	0	0
Pp1s421_8V6.1	0	0	0	0	0	0	0
REV_Pp1s160_45V6.1	0	0	0	0	0	0	0
Pp1s9_137V6.1	0	0	0	0	0	0	0
Pp1s37_39V6.1	0.18444	0	0	0	0	0	0
Pp1s68_78V6.1	0	0	0	0	0	0	0
Pp1s291_55V6.1	0.55351	0.55351	0.76187	0.55351	0.55351	0	0.45876
Pp1s32_160V6.1	0.33423	0.15509	0.33423	0.15509	0.15509	0	0.33423
Pp1s68_169V6.1	0.22369	0.22369	0.30886	0.22369	0.22369	0.22369	0.22369
Pp1s243_89V6.1	0.28694	0.20828	0.37072	0.37072	0.37072	0.37072	0.45995
Pp1s134_89V6.1	1.0717	0.79088	0	0.79088	0.66507	0.66507	0.66507
Pp1s11_288V6.1 (+1)	0	0.090295	0	0.090295	0.090295	0.090295	0.090295
Pp1s98_233V6.1	0.095001	0.095001	0.095001	0.31294	0.095001	0.095001	0
Pp1s226_50V6.1 (+2)	0	0.21741	0.21741	0	0.21741	0	0.21741
Pp1s113_38V6.1	0	0	0.26092	0.36223	0.16714	0.47167	0.26092
REV_Pp1s49_167V6.1	0.07819	0.07819	0	0.07819	0.07819	0.07819	0.07819
Pp1s545_10V6.1	0	0	0	0.15846	0.34202	0.15846	0.15846
Pp1s14_36V6.1 (+1)	0	0	0	0.22507	0.22507	0.22507	0.22507
Pp1s41_155V6.3	0	0.043653	0.043653	0.043653	0.043653	0	0.043653
Pp1s54_135V6.1	0	0	0	0.14513	0.22541	0.070107	0.14513
Pp1s211_74V6.1 (+3)	0.069939	0.069939	0.14477	0	0	0	0
Pp1s12_128V6.1 (+1)	0	0	0	0.081695	0.081695	0.17006	0.081695
Pp1s301_40V6.1	0	0	0.30968	0.40105	0	0.40105	0.22426
Pp1s414_19V6.1	0.43579	0.43579	0.19824	0	0	0	0
Pp1s15_397V6.3	0.092883	0.092883	0	0.19439	0.092883	0	0.19439
Pp1s323_3V6.1 (+1)	0	0	0.59953	0	0.16949	0.16949	0.16949
Pp1s119_14V6.1	0	0	0.42539	0	0	0	0
Pp1s243_40V6.1 (+3)	0	0	0.24797	0	0	0	0
Pp1s61_112V6.1 (+1)	0.067044	0	0	0	0.13858	0	0.067044
Pp1s271_9V6.1	0	0.25316	0.5704	0	0	0	0
Pp1s73_90V6.1	0.71848	0	0.71848	0	0	0	0
Pp1s13_7V6.1	0	0.17714	0	0.055867	0.17714	0	0.055867
Pp1s395_48V6.1 (+2)	0.049595	0	0.10165	0	0	0	0
Pp1s275_106V6.1	0.03748	0	0.076364	0	0	0	0
Pp1s160_82V6.1	0	0.049343	0	0.049343	0.049343	0.049343	0.049343
Pp1s41_177V6.1	0	0	0	0.051706	0.051706	0	0
REV_tr|A9SWC3|A9SWC3_PHYPA	0	0	0.059639	0.059639	0.059639	0	0.059639
Pp1s4_62V6.1 (+1)	0	0	0.11646	0	0	0	0
Pp1s49_154V6.1	0	0	0	0	0.12467	0	0
Pp1s219_115V6.1 (+7)	0.076149	0	0	0	0	0	0
Pp1s76_57V6.1	0	0	0	0	0	0	0
Pp1s101_215V6.1 (+1)	0	0	0	0.035866	0	0	0
Pp1s277_37V6.1	0	0	0.069939	0	0	0	0
Pp1s101_10V6.1	0	0	0.21904	0	0	0	0
Pp1s204_49V6.1 (+3)	0	0	0.21904	0	0	0	0
Pp1s283_20V6.1	0	0	0.23677	0	0	0	0
Pp1s327_43V6.1	0	0	0.33614	0	0	0	0
Pp1s84_153V6.1 (+1)	0	0	0.21581	0	0	0	0
Pp1s98_65V6.1 (+1)	0	0	0.20665	0	0	0	0
Pp1s169_19V6.1 (+1)	0	0	0.25098	0	0	0	0
sp|Q6YXR0|NU3C_PHYPA	0	0	0	0	0	0	0
Pp1s136_29V6.1 (+3)	0.96912	0	0	0	0	0	0
sp|Q6YXK9|RK16_PHYPA	0.21741	0	1.1966	0	0	0	0
tr|Q1XGA5|Q1XGA5_PHYPA	0	0	0.14294	0	0	0	0
Pp1s98_145V6.1	0	0	0	0	0	0.027072	0
Pp1s126_91V6.1	0	0	0	0	0.020604	0	0
Pp1s568_5V6.1	0	0	0	0	0	0	0.061011
REV_Pp1s53_212V6.1	0	0	0	0	0	0	0
Pp1s201_96V6.1	0	0	0	0	0	0	0
Pp1s109_267V6.2	0	0	0	0	0	0	0
Pp1s34_388V6.1 (+1)	0	0	0	0	0	0	0
Pp1s6_143V6.1	0	0	0	0	0	0	0
Pp1s264_34V6.1	0	0	0	0	0	0	0
Pp1s197_25V6.1	0	0	0	0	0	0	0
Pp1s109_70V6.1 (+1)	0	0	0	0	0	0	0
Pp1s163_36V6.1	0	0	0	0	0	0	0
Pp1s178_11V6.1 (+4)	0	0	0	0	0	0	0
Pp1s35_376V6.1 (+2)	0	0	0	0	0	0	0
Pp1s376_53V6.1	0	0	0	0	0	0	0
Pp1s43_166V6.1	0	0	0	0	0	0	0
Pp1s48_255V6.1 (+1)	0	0	0	0	0	0	0
Pp1s570_1V6.1	0	0	0	0	0	0	0
Pp1s58_244V6.1	0	0	0	0	0	0	0
Pp1s61_97V6.1	0	0	0	0	0	0	0
Pp1s66_28V6.1	0	0	0	0	0	0	0
Pp1s78_210V6.1 (+1)	0	0	0	0	0	0	0
Pp1s7_389V6.1	0	0	0	0	0	0	0
Pp1s90_85V6.1 (+3)	0	0	0	0	0	0	0
Pp1s72_71V6.1	0	0	0	0	0	0	0
REV_Pp1s131_128V6.1	0.025486	0	0	0	0	0	0
Pp1s298_26V6.1	0	0	0	0	0	0	0
Pp1s83_207V6.1	0	0	0	0	0	0	0
Pp1s131_18V6.1	0	0	0	0	0	0	0
Pp1s45_257V6.1	0	0	0	0	0	0	0.011504
Pp1s405_35V6.1	0	0	0	0	0	0	0
Pp1s30_127V6.1	0	0	0	0	0	0	0
Pp1s97_166V6.1	0.11527	0.11527	0	0.11527	0.11527	0.11527	0.11527
Pp1s144_126V6.1	0.13195	0	0.13195	0.13195	0.28132	0.13195	0.13195
Pp1s300_64V6.1	0.13501	0.13501	0.13501	0.13501	0	0.13501	0
Pp1s134_119V6.1	0.51623	0.31981	0.51623	0.62515	0	0.51623	0.51623
Pp1s191_84V6.1	0.10802	0.10802	0.10802	0.10802	0	0.10802	0.10802
Pp1s84_187V6.1	0.085279	0	0.085279	0.085279	0.085279	0.085279	0.085279
Pp1s28_399V6.1	0	0.092004	0.092004	0.092004	0.092004	0	0.19247
Pp1s20_191V6.1 (+1)	0.15272	0.073648	0.073648	0	0.073648	0.073648	0
Pp1s6_183V6.1	0	0.28405	0	0.45503	0.64878	0	0.45503
Pp1s239_40V6.1	0.15352	0	0	0.23891	0.33062	0.23891	0.42911
Pp1s48_37V6.2	0.057634	0	0	0.057634	0.057634	0.11859	0.11859
Pp1s2_451V6.1	0.10379	0	0	0.10379	0	0.10379	0.10379
Pp1s348_23V6.1	0.078401	0.078401	0.16295	0.078401	0	0	0.078401
Pp1s147_2V6.1	0	0	0	0.21267	0.21267	0.21267	0.21267
Pp1s69_45V6.1	0.39948	0	0.25116	0.25116	0.25116	0	0.39948
Pp1s178_121V6.1	0.3229	0	0	0.3229	0.3229	0.3229	0.3229
Pp1s27_198V6.1	0	0	0	0.053216	0.053216	0.053216	0.053216
Pp1s41_1V6.1	0.075361	0	0.075361	0.1564	0.1564	0	0.075361
Pp1s30_345V6.1	0.51611	0	0	0.36631	0.36631	0.36631	0.36631
Pp1s371_25V6.1	0.23557	0.30267	0.23557	0	0	0	0.11156
Pp1s317_16V6.1	0	0	0	0.12847	0.12847	0.27344	0.27344
Pp1s8_193V6.1	0.16379	0	0	0.16379	0.3544	0	0.16379
Pp1s166_97V6.1	0.93119	0	0.52016	0.52016	0.52016	0	0
Pp1s197_131V6.1	0.2052	0	0	0.2052	0.2052	0.2052	0.2052
Pp1s104_73V6.1 (+1)	0	0	0	0.15186	0.15186	0	0.32679
Pp1s152_123V6.1	0.07219	0.07219	0.23258	0	0	0.07219	0
Pp1s47_21V6.1	0	0	0.37256	0	0	0	0.082388
Pp1s194_167V6.1	0.043719	0	0	0.043719	0.043719	0.043719	0
Pp1s15_384V6.1	0	0	0.16949	0.16949	0.36771	0	0
Pp1s38_249V6.2	0	0	0	0	0.20097	0	0.20097
Pp1s89_56V6.1	0.035646	0	0.035646	0.035646	0.035646	0	0
Pp1s475_5V6.1 (+4)	0.10605	0	0.22336	0	0	0	0
Pp1s61_37V6.1	0.1047	0.033748	0.033748	0	0	0	0
Pp1s383_18V6.1	0.044385	0	0.044385	0	0	0	0
Pp1s34_49V6.1	0	0	0.14364	0	0	0	0
Pp1s16_337V6.1	0	0	0.030692	0	0	0	0
Pp1s20_290V6.1	0	0	0.042446	0	0	0	0
Pp1s2_290V6.1 (+4)	0	0.2052	0.2052	0	0	0	0
Pp1s342_35V6.1	0.14224	0	0.14224	0	0	0	0
Pp1s9_386V6.1 (+2)	0	0.071307	0.071307	0	0	0	0
Pp1s191_67V6.1	0	0	0.13195	0	0.13195	0.13195	0.13195
Pp1s348_15V6.1 (+1)	0.11174	0	0.23597	0	0	0	0
Pp1s115_123V6.1	0.33047	0	0	0	0.33047	0.15346	0
Pp1s56_236V6.1 (+1)	0.050279	0	0.10309	0	0	0	0
Pp1s80_110V6.1	0	0	0.30004	0	0	0	0
Pp1s218_122V6.1	0	0	0	0	0	0	0
Pp1s55_292V6.1	0	0	0	0	0	0	0
Pp1s54_55V6.1	0	0	0	0	0	0	0
Pp1s429_1V6.1	0	0	0	0	0	0	0
Pp1s188_14V6.1	0	0	0.051982	0	0	0	0
Pp1s19_279V6.1 (+1)	0	0	0.082621	0	0	0	0
Pp1s224_1V6.1	0	0	0.048603	0	0	0	0
Pp1s31_169V6.1	0	0	0.046583	0	0	0	0
Pp1s83_145V6.1	0	0	0.074782	0	0	0	0
Pp1s91_107V6.1	0	0	0.17883	0	0	0	0
Pp1s36_84V6.1	0	0	0.28801	0	0	0	0
Pp1s185_110V6.1 (+1)	0	0	0	0	0	0	0
Pp1s73_244V6.1 (+2)	0.064238	0	0	0	0	0	0
Pp1s58_281V6.1	0.10842	0	0.10842	0	0	0	0
Pp1s53_223V6.1	0.050628	0	0.050628	0	0	0.050628	0
Pp1s11_10V6.1	0.036449	0	0	0	0	0.036449	0
Pp1s149_35V6.1 (+1)	0	0	0.11131	0	0	0	0
Pp1s35_328V6.1 (+2)	0	0	0	0	0	0	0
Pp1s233_42V6.1 (+1)	0	0	0	0	0.079253	0	0
Pp1s1_544V6.1	0.052545	0.052545	0	0	0	0	0.052545
REV_Pp1s112_188V6.1 (+1)	0.089191	0.089191	0	0.089191	0.089191	0	0
Pp1s42_128V6.2	0	0	0.0076731	0	0	0	0
Pp1s344_14V6.1	0	0	0	0.040165	0	0	0
Pp1s231_11V6.1	0.3229	0	0	0	0	0	0
Pp1s40_48V6.1 (+5)	0	0	0	0	0	0	0
Pp1s267_89V6.1	0	0	0	0	0	0	0
Pp1s223_23V6.1 (+1)	0	0	0	0	0	0	0
Pp1s5_305V6.1	0	0	0	0	0	0	0
Pp1s165_105V6.1	0	0	0	0	0	0	0
Pp1s22_40V6.1 (+1)	0	0	0	0	0	0	0
Pp1s192_94V6.2	0	0	0	0	0	0	0
Pp1s123_59V6.1	0	0	0	0	0	0	0
Pp1s131_123V6.1	0	0	0	0	0	0	0
Pp1s143_109V6.1	0	0	0	0	0	0	0
Pp1s150_120V6.1 (+1)	0	0	0	0	0	0	0
Pp1s165_51V6.1	0	0	0	0	0	0	0
Pp1s197_20V6.1	0	0	0	0	0	0	0
Pp1s21_271V6.1	0	0	0	0	0	0	0
Pp1s21_344V6.1	0	0	0	0	0	0	0
Pp1s23_131V6.1	0	0	0	0	0	0	0
Pp1s28_124V6.1	0	0	0	0	0	0	0
Pp1s336_21V6.1	0	0	0	0	0	0	0
Pp1s46_76V6.1	0	0	0	0	0	0	0
Pp1s51_62V6.1	0	0	0	0	0	0	0
Pp1s54_81V6.1	0	0	0	0	0	0	0
Pp1s7_175V6.1	0	0	0	0	0	0	0
Pp1s90_83V6.1 (+1)	0	0	0	0	0	0	0
Pp1s94_113V6.1	0	0	0	0	0	0	0
Pp1s96_30V6.1	0	0	0	0	0	0	0
Pp1s336_26V6.1 (+1)	0	0	0	0	0	0	0
Pp1s130_298V6.1	0	0	0	0	0	0	0
Pp1s40_190V6.1	0	0	0	0	0	0	0
Pp1s236_48V6.1	0	0	0	0	0	0	0
Pp1s58_81V6.1 (+1)	0	0	0	0	0	0	0
Pp1s159_160V6.1	0	0	0	0	0	0	0
Pp1s21_158V6.1 (+1)	0	0	0	0	0	0	0
REV_Pp1s39_120V6.1	0	0	0	0	0	0	0
REV_Pp1s31_210V6.1	0	0	0	0	0	0	0
REV_Pp1s51_133V6.1	0.095624	0	0	0	0	0	0
REV_Pp1s92_7V6.1	0	0	0	0	0	0	0
Pp1s100_44V6.1	0	0	0	0	0	0	0
Pp1s192_100V6.1	0.2258	0.2258	0.2258	0.2258	0.2258	0	0.2258
Pp1s39_380V6.1 (+2)	0.34572	0	0	0.34572	0.34572	0.34572	0.34572
Pp1s370_60V6.1	0	0	0.12904	0.12904	0.12904	0	0.12904
Pp1s34_112V6.1 (+1)	0.1257	0	0	0.1257	0.2672	0.1257	0.1257
Pp1s66_291V6.1	0.32031	0	0.32031	0.62624	0	0.46531	0
Pp1s287_18V6.1	0	0	0	0.30605	0.30605	0.30605	0.70577
Pp1s16_25V6.1	0.45405	0	0	0.28347	0.75335	0	0.28347
Pp1s253_40V6.1	0.083092	0.083092	0	0	0.083092	0.083092	0.17309
Pp1s56_187V6.1	0.18399	0	0	0.088113	0.088113	0.088113	0.088113
Pp1s33_197V6.1 (+1)	0.12305	0	0	0.12305	0.12305	0.12305	0.12305
Pp1s174_107V6.1	0.3402	0.24559	0	0.3402	0.44199	0	0.3402
Pp1s341_24V6.1 (+1)	0.18332	0.18332	0	0.18332	0.18332	0	0.18332
Pp1s77_252V6.1	0	0	0.2061	0.2061	0.26395	0.26395	0.32457
Pp1s35_49V6.1	0	0.056408	0.056408	0.056408	0.056408	0	0.116
Pp1s70_15V6.1	0	0.3282	0.26683	0.53072	0	0	0
Pp1s99_42V6.1 (+2)	0	0.10802	0	0.10802	0.2277	0.10802	0.10802
Pp1s34_50V6.1	0	0	0.11527	0.38721	0.24383	0.24383	0.11527
Pp1s24_104V6.1 (+1)	0	0	0.090576	0.18936	0.18936	0	0.090576
Pp1s124_155V6.1	0	0	0.32397	0.38737	0.32397	0.38737	0
Pp1s83_223V6.3	0	0.07595	0	0.15767	0	0.15767	0.07595
Pp1s31_65V6.1 (+2)	0.092883	0	0	0.092883	0.19439	0	0.19439
Pp1s72_148V6.1	0	0	0	0.17622	0	0.084537	0.084537
Pp1s55_90V6.1	0	0	0.07219	0.07219	0.07219	0.07219	0
Pp1s170_48V6.1	0	0	0.067824	0.14025	0.067824	0.067824	0
Pp1s317_19V6.2 (+1)	0	0	0	0.14653	0.14653	0.14653	0
Pp1s318_24V6.1	1.2136	0.69851	0.58968	0	0	0	0
Pp1s143_177V6.1	0	2.3359	0	2.3359	0	2.3359	2.3359
Pp1s17_312V6.1	0.029752	0	0.029752	0	0.029752	0	0
Pp1s135_112V6.1	0.061787	0	0	0.061787	0.061787	0	0.061787
REV_Pp1s79_98V6.1	0.16851	0.16851	0	0	0.16851	0.16851	0
Pp1s31_343V6.1	0.10416	0.10416	0.10416	0	0	0	0
Pp1s13_418V6.1 (+1)	0	0	0.090576	0	0.090576	0	0.090576
Pp1s24_200V6.1 (+2)	0	0	0	0	0	0.12847	0.12847
Pp1s1_539V6.1 (+2)	0	0.090598	0	0.090598	0.090598	0	0
Pp1s181_13V6.1	0	0	0	0	0.026724	0.054163	0
Pp1s114_148V6.1 (+1)	0	0	0	0.21593	0.10269	0	0.21593
Pp1s1_526V6.1	0.067982	0.067982	0.21812	0	0	0	0
Pp1s83_184V6.1	0.039836	0	0	0	0.081258	0	0
Pp1s33_221V6.1	0	0	0	0	0.042695	0	0.087212
Pp1s122_100V6.1	0.15266	0.15266	0	0	0	0	0
Pp1s309_62V6.1	0	0	0.061139	0	0.061139	0	0
Pp1s456_27V6.1	0	0	0	0.18804	0	0	0.18804
Pp1s307_6V6.1 (+2)	0.20604	0	0.20604	0	0	0	0
Pp1s21_36V6.1	0.13438	0.13438	0	0	0	0	0
Pp1s100_24V6.1 (+1)	0	0.080567	0	0	0	0	0
Pp1s220_23V6.1	0	0	0.053216	0	0	0	0
Pp1s15_182V6.1	0.087321	0	0	0.18227	0.18227	0	0
Pp1s517_1V6.1 (+1)	0	0	0.050893	0	0	0	0
Pp1s326_44V6.1	0.24491	0	0	0	0	0	0
Pp1s18_121V6.1 (+1)	0	0	0.46216	0	0	0	0
Pp1s34_379V6.2	0	0	0	0	0	0	0
Pp1s93_52V6.1 (+2)	0	0	0	0	0	0	0
Pp1s35_68V6.1	0	0	0.21125	0	0	0	0
Pp1s40_305V6.1 (+1)	0	0	0.23891	0	0	0	0
Pp1s158_153V6.1	0.098199	0	0	0	0	0	0
Pp1s59_51V6.1	0	0	0.20377	0	0	0	0
Pp1s34_302V6.1 (+4)	0	0	0.44907	0	0	0	0
Pp1s76_190V6.1 (+1)	0	0	0.072549	0	0	0	0
Pp1s7_390V6.1	0	0	0.20812	0	0	0	0
Pp1s22_58V6.1	0	0	0	0	0	0	0
Pp1s450_22V6.1	0	0	0	0	0	0	0
Pp1s88_63V6.1	0.050279	0.050279	0	0	0	0.050279	0
Pp1s3_238V6.1 (+3)	0	0	0	0	0	0	0.2941
REV_Pp1s158_147V6.1	0.1126	0	0	0.1126	0	0.1126	0
Pp1s8_180V6.1	0	0	0	0	0	0	0
REV_Pp1s45_270V6.1 (+4)	0.05707	0.05707	0	0.05707	0	0	0
Pp1s301_54V6.1 (+1)	0	0	0.051072	0	0	0	0
Pp1s207_12V6.1	0	0	0	0	0	0	0
Pp1s73_47V6.1	0	0	0	0	0	0	0
tr|A9T8C4|A9T8C4_PHYPA (+3)	0.052639	0	0	0	0.052639	0	0
Pp1s270_75V6.1	0	0	0	0	0	0	0
REV_Pp1s236_42V6.1	0.016133	0	0	0	0.016133	0	0
Pp1s145_117V6.1	0	0	0	0.033248	0	0	0
Pp1s2_614V6.1	0	0	0	0	0	0	0
Pp1s199_83V6.1	0	0	0	0	0	0	0
Pp1s34_68V6.1	0	0	0	0	0	0	0
Pp1s84_125V6.1	0	0	0	0	0	0	0
Pp1s175_19V6.1	0	0	0	0	0	0	0
Pp1s371_34V6.1	0	0	0	0	0	0	0
Pp1s389_49V6.1 (+1)	0	0	0	0	0	0	0
Pp1s169_153V6.1	0	0	0	0	0	0	0
Pp1s105_42V6.1 (+2)	0	0	0	0	0	0	0
Pp1s10_357V6.1	0	0	0	0	0	0	0
Pp1s126_190V6.1	0	0	0	0	0	0	0
Pp1s128_58V6.1	0	0	0	0	0	0	0
Pp1s20_176V6.2	0	0	0	0	0	0	0
Pp1s221_62V6.1	0	0	0	0	0	0	0
Pp1s244_45V6.1	0	0	0	0	0	0	0
Pp1s247_51V6.1	0	0	0	0	0	0	0
Pp1s249_55V6.1	0	0	0	0	0	0	0
Pp1s29_54V6.1 (+2)	0	0	0	0	0	0	0
Pp1s382_19V6.1	0	0	0	0	0	0	0
Pp1s407_48V6.1	0	0	0	0	0	0	0
Pp1s466_13V6.1 (+2)	0	0	0	0	0	0	0
Pp1s59_111V6.1	0	0	0	0	0	0	0
Pp1s5_216V6.1	0	0	0	0	0	0	0
Pp1s7_156V6.1 (+1)	0	0	0	0	0	0	0
Pp1s86_189V6.1 (+1)	0	0	0	0	0	0	0
Pp1s87_171V6.1	0	0	0	0	0	0	0
Pp1s91_124V6.1	0	0	0	0	0	0	0
tr|A9RPV0|A9RPV0_PHYPA	0	0	0	0	0	0	0
Pp1s9_109V6.1	0	0	0	0	0	0	0
Pp1s45_191V6.1	0	0	0	0	0	0	0
Pp1s78_7V6.1 (+1)	0	0	0	0	0	0	0
Pp1s407_41V6.1	0	0	0	0	0	0	0
Pp1s42_259V6.1 (+2)	0	0	0	0	0	0	0
Pp1s365_30V6.1	0	0	0	0	0	0	0
Pp1s1_489V6.1 (+1)	0	0	0	0	0	0	0
Pp1s289_41V6.1	0	0	0	0	0	0	0
Pp1s54_273V6.1	0	0	0	0	0	0	0
Pp1s6_153V6.1	0	0	0	0	0	0	0
Pp1s144_51V6.1 (+1)	0	0	0	0	0	0	0
Pp1s242_40V6.1 (+1)	0	0	0	0	0	0	0
Pp1s2_655V6.1 (+2)	0	0	0	0	0	0	0
Pp1s409_2V6.1	0	0	0	0	0	0	0
Pp1s254_10V6.1 (+4)	0	0	0	0	0	0	0
Pp1s4_21V6.1	0	0	0	0	0	0	0
Pp1s1_543V6.1 (+4)	0	0	0	0	0	0	0
Pp1s59_321V6.1	0	0	0	0	0	0	0
Pp1s84_131V6.1	0	0	0	0	0	0	0
Pp1s35_125V6.1	0	0	0	0	0	0	0
Pp1s67_172V6.1	0	0	0	0	0	0	0
REV_Pp1s53_93V6.1	0	0	0	0	0	0	0
REV_Pp1s322_34V6.1	0.021422	0	0	0	0	0	0
REV_Pp1s193_76V6.1	0	0	0	0	0	0	0
REV_Pp1s54_25V6.1	0	0	0	0	0	0	0
Pp1s272_57V6.1	0	0	0	0.19691	0.19691	0.19691	0.19691
Pp1s20_237V6.1	0	0.17352	0.17352	0.17352	0	0.17352	0.17352
Pp1s150_29V6.1	0.081014	0	0.081014	0.081014	0.081014	0.081014	0
Pp1s271_35V6.1 (+1)	0	0	0.20377	0.20377	0.20377	0.20377	0.20377
Pp1s321_10V6.1	0	0	0.13886	0.13886	0.13886	0.13886	0.13886
Pp1s212_114V6.1	0	0.16565	0	0.16565	0.16565	0.16565	0.16565
Pp1s412_17V6.1	0	0.066433	0.066433	0	0.066433	0	0
Pp1s226_44V6.1	0.072549	0.072549	0	0.072549	0	0.072549	0.072549
Pp1s6_132V6.1	0.15427	0	0	0.15427	0.15427	0.15427	0.15427
Pp1s165_65V6.1 (+2)	0.0683	0.0683	0.14127	0	0	0	0
Pp1s316_69V6.2	0	0	0.079904	0	0.16619	0.079904	0.079904
Pp1s321_9V6.1	0.072011	0	0.072011	0	0.072011	0	0.14921
Pp1s65_226V6.1 (+3)	0.081014	0.081014	0.081014	0	0	0	0
Pp1s106_67V6.1	0	0	0	0.16287	0.35228	0.16287	0.16287
Pp1s13_109V6.2	0.088919	0	0	0.18574	0.088919	0	0
Pp1s136_70V6.1	0.1996	0.1996	0.43903	0	0	0	0
Pp1s141_83V6.1	0.39888	0	0.30805	0	0	0.30805	0.30805
Pp1s129_115V6.1 (+2)	0.12904	0	0	0.12904	0	0.12904	0.12904
Pp1s211_154V6.1	0	0	0	0.16379	0.16379	0.16379	0.16379
Pp1s200_101V6.1	0	0	0	0	0.15193	0.073278	0.073278
Pp1s49_57V6.1 (+5)	0.048847	0.15382	0.21018	0	0	0	0
Pp1s183_11V6.2 (+1)	0	0	0.078612	0.1634	0	0	0
Pp1s29_267V6.1 (+1)	0	0	0.28966	0.28966	0	0	0.28966
Pp1s212_55V6.1	0.28132	0	0	0.13195	0.13195	0	0
tr|Q1XGA9|Q1XGA9_PHYPA	0	0	0.11392	0	0	0	0
Pp1s83_160V6.1	0	0	0	0.070616	0.14622	0	0.070616
Pp1s23_38V6.3	0	0	0	0.054005	0.054005	0	0
Pp1s198_140V6.1 (+1)	0	0	0	0.14294	0.30631	0	0.14294
Pp1s317_70V6.1	0	0	0	0.20097	0.20097	0	0
Pp1s173_154V6.1	0.10453	0	0	0	0.10453	0	0
Pp1s225_89V6.1 (+1)	0.43259	0	0	0.19691	0.19691	0	0
Pp1s1_405V6.1 (+4)	0.15557	0.074974	0	0	0	0	0
Pp1s16_230V6.1 (+1)	0.088113	0.18399	0.088113	0	0	0	0
Pp1s41_235V6.1	0.0267	0	0.0267	0	0	0	0.0267
Pp1s271_26V6.1	0	0	0	0.14294	0.14294	0.14294	0.30631
Pp1s382_20V6.1	0	0	0	0.047417	0	0.047417	0.047417
Pp1s24_26V6.1 (+2)	0	0	0	0	0.45039	0	0.28132
Pp1s215_6V6.1 (+2)	0	0	0	0	0	0	0
